2026-02-25 09:35:02,333 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=%D0%9D%D0%BE%D0%B2%D0%BE%D0%B5+%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%2C+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C&format=json&limit=1&accept-language=ru
2026-02-25 09:54:37,723 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=9-%D0%B9+%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0%D0%BB%2C+%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D0%B0&format=json&limit=1&accept-language=ru
2026-02-25 10:05:45,565 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /osm/tools/overpass/api/interpreter
2026-02-25 10:05:46,010 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /1.x/?apikey=e27943f8-c65f-4361-8c7c-780e1bef1f63&geocode=%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%2C+%D0%9A%D0%BE%D1%80%D0%B4%D0%BD%D1%8B%D0%B9&format=json&results=5&ll=73.446292%2C54.960824&spn=0.015%2C0.015
2026-02-25 10:08:42,270 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /sparql?query=%0A++++SELECT+%3Fpop+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2-%D0%BD%D0%B0-%D0%94%D0%BE%D0%BD%D1%83%22%40ru+.%0A++++++%3Fcity+wdt%3AP1082+%3Fpop+.%0A++++%7D+ORDER+BY+DESC%28%3Fpop%29+LIMIT+1%0A++++&format=json
2026-02-25 10:18:24,662 [INFO] urbanpulse — Пропуск мета-зоны: городской округ Астрахань (admin=6)
2026-03-01 23:06:35,653 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='geocode-maps.yandex.ru', port=443): Read timed out. (read timeout=10)")': /1.x/?apikey=2aafc56d-05b1-4465-94ce-980731913acd&geocode=--test&format=json&results=1
2026-03-01 23:12:14,338 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='query.wikidata.org', port=443): Read timed out. (read timeout=30)")': /sparql?query=SELECT+%3Fitem+%3FitemLabel+%3Fcoord+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%8C%22%40ru+.%0A++++++%3Fcity+wdt%3AP31%2Fwdt%3AP279%2A+wd%3AQ515+.%0A++++++%3Fitem+wdt%3AP131%2B+%3Fcity+.%0A++++++%3Fitem+wdt%3AP31%2Fwdt%3AP279%2A+%3Ftype+.%0A++++++VALUES+%3Ftype+%7B+wd%3AQ123705+wd%3AQ2983893+wd%3AQ15715406%0A++++++++++++++++++++++wd%3AQ3957+wd%3AQ12813115+wd%3AQ19953632+wd%3AQ4286337+%7D%0A++++++OPTIONAL+%7B+%3Fitem+wdt%3AP625+%3Fcoord+.+%7D%0A++++++SERVICE+wikibase%3Alabel+%7B+bd%3AserviceParam+wikibase%3Alanguage+%22ru%2Cen%22+.+%7D%0A++++%7D+LIMIT+100&format=json
2026-03-01 23:12:17,237 [WARNING] urbanpulse — Яндекс reverse: 403 Forbidden
2026-03-01 23:12:17,237 [WARNING] urbanpulse — rev_ya вернул None для центра города. Проверьте ключ Яндекс API. Используем Nominatim.
2026-03-01 23:14:26,701 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Read timed out. (read timeout=10)")': /reverse?lat=46.33178&lon=47.93639&format=json&zoom=17&accept-language=ru&addressdetails=1
2026-03-01 23:14:58,720 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='nominatim.openstreetmap.org', port=443): Failed to resolve 'nominatim.openstreetmap.org' ([Errno 8] nodename nor servname provided, or not known)")': /reverse?lat=46.33178&lon=47.93639&format=json&zoom=17&accept-language=ru&addressdetails=1
2026-03-01 23:15:32,727 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='nominatim.openstreetmap.org', port=443): Failed to resolve 'nominatim.openstreetmap.org' ([Errno 8] nodename nor servname provided, or not known)")': /reverse?lat=46.33178&lon=47.93639&format=json&zoom=17&accept-language=ru&addressdetails=1
2026-03-01 23:16:32,753 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NameResolutionError("HTTPSConnection(host='nominatim.openstreetmap.org', port=443): Failed to resolve 'nominatim.openstreetmap.org' ([Errno 8] nodename nor servname provided, or not known)")': /reverse?lat=46.33178&lon=47.96249&format=json&zoom=13&accept-language=ru&addressdetails=1
2026-03-01 23:20:25,058 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='geocode-maps.yandex.ru', port=443): Read timed out. (read timeout=10)")': /1.x/?apikey=2aafc56d-05b1-4465-94ce-980731913acd&geocode=%D0%A2%D1%80%D1%83%D1%81%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9+%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%2C+%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%8C&format=json&results=1
2026-03-01 23:20:37,078 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='geocode-maps.yandex.ru', port=443): Read timed out. (read timeout=10)")': /1.x/?apikey=2aafc56d-05b1-4465-94ce-980731913acd&geocode=%D0%A2%D1%80%D1%83%D1%81%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9+%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%2C+%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%8C&format=json&results=1
2026-03-01 23:21:03,071 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='maps.mail.ru', port=443): Read timed out. (read timeout=20)")': /osm/tools/overpass/api/interpreter
2026-03-01 23:21:25,093 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='maps.mail.ru', port=443): Read timed out. (read timeout=20)")': /osm/tools/overpass/api/interpreter
2026-03-01 23:21:52,285 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='query.wikidata.org', port=443): Read timed out. (read timeout=5)")': /sparql?query=SELECT+%3Fp+WHERE+%7B%3Fc+rdfs%3Alabel+%22%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%8C%22%40ru.%3Fc+wdt%3AP1082+%3Fp.%7DORDER+BY+DESC%28%3Fp%29LIMIT+1&format=json
2026-03-01 23:21:59,309 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='query.wikidata.org', port=443): Read timed out. (read timeout=5)")': /sparql?query=SELECT+%3Fp+WHERE+%7B%3Fc+rdfs%3Alabel+%22%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%8C%22%40ru.%3Fc+wdt%3AP1082+%3Fp.%7DORDER+BY+DESC%28%3Fp%29LIMIT+1&format=json
2026-03-01 23:22:08,335 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='query.wikidata.org', port=443): Read timed out. (read timeout=5)")': /sparql?query=SELECT+%3Fp+WHERE+%7B%3Fc+rdfs%3Alabel+%22%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%8C%22%40ru.%3Fc+wdt%3AP1082+%3Fp.%7DORDER+BY+DESC%28%3Fp%29LIMIT+1&format=json
2026-03-01 23:22:50,948 [INFO] WDM — ====== WebDriver manager ======
2026-03-01 23:22:52,048 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-01 23:23:08,609 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-01 23:23:09,055 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-03-01 23:25:42,966 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='nominatim.openstreetmap.org', port=443): Read timed out. (read timeout=10)")': /search?q=%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%8C%2C+%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B9+%D1%80%D0%B0%D0%B9%D0%BE%D0%BD&format=json&limit=1&accept-language=ru
2026-03-01 23:26:02,954 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='geocode-maps.yandex.ru', port=443): Read timed out. (read timeout=10)")': /1.x/?apikey=2aafc56d-05b1-4465-94ce-980731913acd&geocode=%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%8C%2C+%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%80%D0%B0%D0%B9%D0%BE%D0%BD+N6&format=json&results=1
2026-03-01 23:28:52,688 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError("HTTPConnection(host='localhost', port=63830): Failed to establish a new connection: [Errno 61] Connection refused")': /session/4b51d70b29f458f572ef3f95c9ad7470
2026-03-01 23:28:52,701 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError("HTTPConnection(host='localhost', port=63830): Failed to establish a new connection: [Errno 61] Connection refused")': /session/4b51d70b29f458f572ef3f95c9ad7470
2026-03-01 23:28:52,703 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError("HTTPConnection(host='localhost', port=63830): Failed to establish a new connection: [Errno 61] Connection refused")': /session/4b51d70b29f458f572ef3f95c9ad7470
2026-03-07 12:13:53,436 [INFO] WDM — ====== WebDriver manager ======
2026-03-07 12:13:53,962 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:13:54,753 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:13:55,715 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:13:57,379 [INFO] WDM — WebDriver version 145.0.7632.117 selected
2026-03-07 12:13:57,383 [INFO] WDM — Modern chrome version https://storage.googleapis.com/chrome-for-testing-public/145.0.7632.117/mac-arm64/chromedriver-mac-arm64.zip
2026-03-07 12:13:57,383 [INFO] WDM — About to download new driver from https://storage.googleapis.com/chrome-for-testing-public/145.0.7632.117/mac-arm64/chromedriver-mac-arm64.zip
2026-03-07 12:13:59,305 [INFO] WDM — Driver downloading response is 200
2026-03-07 12:14:09,265 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:14:10,057 [INFO] WDM — Driver has been saved in cache [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117]
2026-03-07 12:23:00,878 [INFO] urbanpulse — Preset-зона не геокодирована: Тихая (Владивосток)
2026-03-07 12:23:06,186 [INFO] urbanpulse — Preset-зона не геокодирована: Седанка (Владивосток)
2026-03-07 12:23:06,727 [INFO] urbanpulse — Preset-зона не геокодирована: Океанская (Владивосток)
2026-03-07 12:25:13,090 [INFO] WDM — ====== WebDriver manager ======
2026-03-07 12:25:13,904 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:25:14,497 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:25:15,023 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-03-07 12:35:29,058 [INFO] urbanpulse — Preset-зона не геокодирована: Кудепста (Сочи)
2026-03-07 12:35:29,624 [INFO] urbanpulse — Preset-зона не геокодирована: Адлер (Сочи)
2026-03-07 12:35:30,144 [INFO] urbanpulse — Preset-зона не геокодирована: Курортный городок (Сочи)
2026-03-07 12:35:31,297 [INFO] urbanpulse — Preset-зона не геокодирована: Лоо (Сочи)
2026-03-07 12:35:31,941 [INFO] urbanpulse — Preset-зона не геокодирована: Красная Поляна (Сочи)
2026-03-07 12:49:19,394 [INFO] WDM — ====== WebDriver manager ======
2026-03-07 12:49:19,999 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:49:20,495 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:49:20,984 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-03-07 12:52:10,788 [INFO] urbanpulse — Preset-зона не геокодирована: Тихая (Владивосток)
2026-03-07 12:52:16,747 [INFO] urbanpulse — Preset-зона не геокодирована: Седанка (Владивосток)
2026-03-07 12:52:17,401 [INFO] urbanpulse — Preset-зона не геокодирована: Океанская (Владивосток)
2026-03-07 12:53:16,477 [INFO] WDM — ====== WebDriver manager ======
2026-03-07 12:53:17,318 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:53:17,868 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:53:18,338 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-03-07 12:54:41,127 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /session/086197fd841fe9ba7c550875b099277f
2026-03-07 12:54:41,138 [WARNING] urllib3.connectionpool — Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError("HTTPConnection(host='localhost', port=59167): Failed to establish a new connection: [Errno 61] Connection refused")': /session/086197fd841fe9ba7c550875b099277f
2026-03-07 12:54:41,141 [WARNING] urllib3.connectionpool — Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError("HTTPConnection(host='localhost', port=59167): Failed to establish a new connection: [Errno 61] Connection refused")': /session/086197fd841fe9ba7c550875b099277f
2026-03-07 12:55:19,850 [ERROR] urbanpulse — ecology: Cannot save file into a non-existent directory: 'data/Астрахань/processed'
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2367, in process
    r = fn()
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2365, in <lambda>
    ("ecology", lambda: collect_eco(city_key, zones, stats))]:
                        ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 1894, in collect_eco
    return _eco_df(city_key, zones, eco)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 1930, in _eco_df
    df.to_csv(f"data/{city_key}/processed/ecology.csv", index=False)
    ~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/util/_decorators.py", line 333, in wrapper
    return func(*args, **kwargs)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/core/generic.py", line 3989, in to_csv
    return DataFrameRenderer(formatter).to_csv(
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        path_or_buf,
        ^^^^^^^^^^^^
    ...<14 lines>...
        storage_options=storage_options,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/formats/format.py", line 1014, in to_csv
    csv_formatter.save()
    ~~~~~~~~~~~~~~~~~~^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/formats/csvs.py", line 251, in save
    with get_handle(
         ~~~~~~~~~~^
        self.filepath_or_buffer,
        ^^^^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
        storage_options=self.storage_options,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ) as handles:
    ^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/common.py", line 749, in get_handle
    check_parent_directory(str(handle))
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/common.py", line 616, in check_parent_directory
    raise OSError(rf"Cannot save file into a non-existent directory: '{parent}'")
OSError: Cannot save file into a non-existent directory: 'data/Астрахань/processed'
2026-03-07 12:55:32,006 [ERROR] urbanpulse — reviews: Cannot save file into a non-existent directory: 'data/Астрахань/processed'
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2380, in process
    fn(); stats.stages_completed.append(nm)
    ~~^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2374, in <lambda>
    for nm, fn in [("reviews", lambda: collect_rev(city_key, city_info["osm_name"], zones, idf, stats)),
                                       ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2098, in collect_rev
    df.to_csv(f"data/{city_key}/processed/reviews.csv", index=False)
    ~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/util/_decorators.py", line 333, in wrapper
    return func(*args, **kwargs)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/core/generic.py", line 3989, in to_csv
    return DataFrameRenderer(formatter).to_csv(
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        path_or_buf,
        ^^^^^^^^^^^^
    ...<14 lines>...
        storage_options=storage_options,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/formats/format.py", line 1014, in to_csv
    csv_formatter.save()
    ~~~~~~~~~~~~~~~~~~^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/formats/csvs.py", line 251, in save
    with get_handle(
         ~~~~~~~~~~^
        self.filepath_or_buffer,
        ^^^^^^^^^^^^^^^^^^^^^^^^
    ...<4 lines>...
        storage_options=self.storage_options,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ) as handles:
    ^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/common.py", line 749, in get_handle
    check_parent_directory(str(handle))
    ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/common.py", line 616, in check_parent_directory
    raise OSError(rf"Cannot save file into a non-existent directory: '{parent}'")
OSError: Cannot save file into a non-existent directory: 'data/Астрахань/processed'
2026-03-07 12:55:32,007 [ERROR] urbanpulse — nlp: [Errno 2] No such file or directory: 'data/Астрахань/processed/reviews.csv'
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2380, in process
    fn(); stats.stages_completed.append(nm)
    ~~^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2375, in <lambda>
    ("nlp", lambda: nlp(city_key)),
                    ~~~^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2133, in nlp
    df = pd.read_csv(f"data/{city_key}/processed/reviews.csv")
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ~~~~~~~~~~^
        f,
        ^^
    ...<6 lines>...
        storage_options=self.options.get("storage_options", None),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/common.py", line 873, in get_handle
    handle = open(
        handle,
    ...<3 lines>...
        newline="",
    )
FileNotFoundError: [Errno 2] No such file or directory: 'data/Астрахань/processed/reviews.csv'
2026-03-07 12:55:32,009 [ERROR] urbanpulse — index: [Errno 2] No such file or directory: 'data/Астрахань/processed/infrastructure.csv'
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2380, in process
    fn(); stats.stages_completed.append(nm)
    ~~^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2376, in <lambda>
    ("index", lambda: calc_idx(city_key)),
                      ~~~~~~~~^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2289, in calc_idx
    i = pd.read_csv(f"data/{city_key}/processed/infrastructure.csv")
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ~~~~~~~~~~^
        f,
        ^^
    ...<6 lines>...
        storage_options=self.options.get("storage_options", None),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/common.py", line 873, in get_handle
    handle = open(
        handle,
    ...<3 lines>...
        newline="",
    )
FileNotFoundError: [Errno 2] No such file or directory: 'data/Астрахань/processed/infrastructure.csv'
2026-03-07 12:55:33,199 [ERROR] urbanpulse — ml: [Errno 2] No such file or directory: 'data/Астрахань/processed/districts_final.csv'
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2380, in process
    fn(); stats.stages_completed.append(nm)
    ~~^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2377, in <lambda>
    ("ml", lambda: ml(city_key)),
                   ~~^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/run_pipeline.py", line 2330, in ml
    df = pd.read_csv(f"data/{city_key}/processed/districts_final.csv")
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1026, in read_csv
    return _read(filepath_or_buffer, kwds)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 620, in _read
    parser = TextFileReader(filepath_or_buffer, **kwds)
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1620, in __init__
    self._engine = self._make_engine(f, self.engine)
                   ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/parsers/readers.py", line 1880, in _make_engine
    self.handles = get_handle(
                   ~~~~~~~~~~^
        f,
        ^^
    ...<6 lines>...
        storage_options=self.options.get("storage_options", None),
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/pandas/io/common.py", line 873, in get_handle
    handle = open(
        handle,
    ...<3 lines>...
        newline="",
    )
FileNotFoundError: [Errno 2] No such file or directory: 'data/Астрахань/processed/districts_final.csv'
2026-03-07 12:55:33,200 [INFO] WDM — ====== WebDriver manager ======
2026-03-07 12:55:33,948 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-03-07 12:55:34,580 [INFO] WDM — Get LATEST chromedriver version for google-chrome
